player,player_id,date,matchup,result,minutes,fgm,fga,fg_pct,threes_made,threes_attempted,three_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,opponent,home_away,player_normalized,dnp
Jose Alvarado,1630631,2024-10-23,NOP vs. CHI,W,13.0,1,3,0.333,1,3,0.333,0,0,0.0,0,0,0,3,1,0,0,3,3,-5,CHI,HOME,Jose Alvarado,False
Jose Alvarado,1630631,2024-10-25,NOP @ POR,W,13.0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,4,3,0,4,3,0,-6,POR,AWAY,Jose Alvarado,False
Jose Alvarado,1630631,2024-10-27,NOP @ POR,L,16.0,1,5,0.2,1,4,0.25,0,0,0.0,1,0,1,4,1,1,0,2,3,6,POR,AWAY,Jose Alvarado,False
Jose Alvarado,1630631,2024-10-29,NOP @ GSW,L,22.0,2,4,0.5,0,2,0.0,2,2,1.0,0,0,0,4,1,0,2,1,6,-11,GSW,AWAY,Jose Alvarado,False
Jose Alvarado,1630631,2024-10-30,NOP @ GSW,L,35.0,6,13,0.462,4,8,0.5,0,0,0.0,1,4,5,4,1,2,1,2,16,-18,GSW,AWAY,Jose Alvarado,False
Jose Alvarado,1630631,2024-11-01,NOP vs. IND,W,32.0,5,12,0.417,2,5,0.4,0,0,0.0,1,5,6,7,2,0,0,4,12,13,IND,HOME,Jose Alvarado,False
Jose Alvarado,1630631,2024-11-03,NOP vs. ATL,L,29.0,3,12,0.25,1,7,0.143,2,2,1.0,1,2,3,7,1,0,1,2,9,-19,ATL,HOME,Jose Alvarado,False
Jose Alvarado,1630631,2024-11-04,NOP vs. POR,L,34.0,4,14,0.286,3,9,0.333,7,7,1.0,1,0,1,6,0,0,1,3,18,-27,POR,HOME,Jose Alvarado,False
Jose Alvarado,1630631,2024-11-06,NOP vs. CLE,L,35.0,10,14,0.714,7,7,1.0,0,0,0.0,0,2,2,5,3,0,1,4,27,1,CLE,HOME,Jose Alvarado,False
Jose Alvarado,1630631,2024-11-08,NOP @ ORL,L,35.0,7,18,0.389,4,11,0.364,3,6,0.5,1,4,5,5,3,0,3,0,21,-16,ORL,AWAY,Jose Alvarado,False
Jose Alvarado,1630631,2024-11-11,NOP vs. BKN,L,18.0,1,5,0.2,1,4,0.25,0,0,0.0,0,0,0,0,1,0,1,2,3,6,BKN,HOME,Jose Alvarado,False
Jose Alvarado,1630631,2024-11-13,NOP @ OKC,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,OKC,AWAY,Jose Alvarado,True
Jose Alvarado,1630631,2024-11-15,NOP vs. DEN,,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,DEN,HOME,Jose Alvarado,True
