player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_staleness_minutes,under_staleness_minutes,max_staleness,is_stale,stale_bookmaker,fetch_time_et
Victor Wembanyama,player_rebounds,8.5,-125,betmgm,0.5555555555555556,160,bovada,0.38461538461538464,0.9401709401709402,6.363636363636371,True,59.09,40.91,106.36,106.37,6.36,100.0,"Bet $59.09 Over @ betmgm, $40.91 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.29607995000000004,0.74607995,0.74607995,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_points_rebounds_assists,33.5,108,betrivers,0.4807692307692307,110,bovada,0.47619047619047616,0.9569597069597069,4.4976076555024,True,50.24,49.76,104.5,104.5,4.5,100.0,"Bet $50.24 Over @ betrivers, $49.76 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,1.0627466166666666,0.74607995,1.0627466166666666,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_points_rebounds_assists,32.5,-110,draftkings,0.523809523809524,130,bovada,0.43478260869565216,0.958592132505176,4.3196544276457916,True,54.64,45.36,104.31,104.33,4.31,100.0,"Bet $54.64 Over @ draftkings, $45.36 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.4794132833333334,0.74607995,0.74607995,False,,2025-12-16 18:40:45 ET
Stephon Castle,player_assists,6.5,170,bovada,0.37037037037037035,-143,betonlineag,0.588477366255144,0.9588477366255144,4.29184549356223,True,38.63,61.37,104.3,104.29,4.29,100.0,"Bet $38.63 Over @ bovada, $61.37 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,5,0.74607995,0.6127466166666667,0.74607995,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_points,20.5,105,betmgm,0.4878048780487805,110,bovada,0.47619047619047616,0.9639953542392566,3.7349397590361377,True,50.6,49.4,103.73,103.74,3.73,100.0,"Bet $50.60 Over @ betmgm, $49.40 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.29607995000000004,0.74607995,0.74607995,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_assists,2.5,-137,betonlineag,0.5780590717299579,150,bovada,0.4,0.9780590717299579,2.2433132010353685,True,59.1,40.9,102.24,102.25,2.24,100.0,"Bet $59.10 Over @ betonlineag, $40.90 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.6127466166666667,0.74607995,0.74607995,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_rebounds,9.5,106,betrivers,0.4854368932038835,100,bovada,0.5,0.9854368932038835,1.4778325123152802,True,49.26,50.74,101.48,101.48,1.48,100.0,"Bet $49.26 Over @ betrivers, $50.74 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,1.0627466166666666,0.74607995,1.0627466166666666,False,,2025-12-16 18:40:45 ET
Mitchell Robinson,player_rebounds,6.5,100,bovada,0.5,105,betonlineag,0.4878048780487805,0.9878048780487805,1.2345679012345734,True,50.62,49.38,101.24,101.23,1.23,100.0,"Bet $50.62 Over @ bovada, $49.38 Under @ betonlineag",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,6,0.74607995,0.6127466166666667,0.74607995,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_threes,1.5,100,fanduel,0.5,105,bovada,0.4878048780487805,0.9878048780487805,1.2345679012345734,True,50.62,49.38,101.24,101.23,1.23,100.0,"Bet $50.62 Over @ fanduel, $49.38 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.4794132833333334,0.74607995,0.74607995,False,,2025-12-16 18:40:45 ET
Stephon Castle,player_points_rebounds_assists,28.5,-110,bovada,0.523809523809524,115,betmgm,0.46511627906976744,0.9889258028792913,1.119820828667395,True,52.97,47.03,101.12,101.11,1.11,100.0,"Bet $52.97 Over @ bovada, $47.03 Under @ betmgm",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,3,0.74607995,0.29607995000000004,0.74607995,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_points,21.5,120,betrivers,0.4545454545454545,-115,bovada,0.5348837209302325,0.989429175475687,1.0683760683760868,True,45.94,54.06,101.07,101.07,1.07,100.0,"Bet $45.94 Over @ betrivers, $54.06 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,1.0627466166666666,0.74607995,1.0627466166666666,False,,2025-12-16 18:40:45 ET
OG Anunoby,player_threes,2.5,125,bovada,0.4444444444444444,-120,fanduel,0.5454545454545454,0.9898989898989898,1.0204081632653184,True,44.9,55.1,101.02,101.02,1.02,100.0,"Bet $44.90 Over @ bovada, $55.10 Under @ fanduel",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,7,0.74607995,0.4794132833333334,0.74607995,False,,2025-12-16 18:40:45 ET
Victor Wembanyama,player_points,19.5,-130,betrivers,0.5652173913043479,135,bovada,0.425531914893617,0.9907493061979649,0.9337068160597539,True,57.05,42.95,100.93,100.93,0.93,100.0,"Bet $57.05 Over @ betrivers, $42.95 Under @ bovada",San Antonio Spurs @ New York Knicks,2025-12-17T01:40:00Z,2,1.0627466166666666,0.74607995,1.0627466166666666,False,,2025-12-16 18:40:45 ET
