player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
Will Richard,player_points,5.5,-130,betmgm,0.5652173913043478,145,bovada,0.40816326530612246,0.9733806566104702,2.734731084776665,True,58.07,41.93,102.74,102.73,2.73,100.0,"Bet $58.07 Over @ betmgm, $41.93 Under @ bovada",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,2
Dyson Daniels,player_assists,5.5,-105,betmgm,0.5121951219512195,114,betrivers,0.4672897196261682,0.9794848415773878,2.0944845240865595,True,52.29,47.71,102.09,102.1,2.09,100.0,"Bet $52.29 Over @ betmgm, $47.71 Under @ betrivers",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,7
T.J. McConnell,player_points,7.5,-125,betmgm,0.5555555555555556,135,bovada,0.425531914893617,0.9810874704491725,1.9277108433734869,True,56.63,43.37,101.93,101.92,1.92,100.0,"Bet $56.63 Over @ betmgm, $43.37 Under @ bovada",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:10:00Z,2
Brandon Williams,player_points,9.5,-102,betonlineag,0.504950495049505,110,bovada,0.47619047619047616,0.9811409712399811,1.922152811148492,True,51.47,48.53,101.93,101.91,1.91,100.0,"Bet $51.47 Over @ betonlineag, $48.53 Under @ bovada",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,5
Tyrese Maxey,player_rebounds,3.5,-130,betrivers,0.5652173913043477,140,bovada,0.4166666666666667,0.9818840579710144,1.8450184501845213,True,57.56,42.44,101.84,101.86,1.84,100.0,"Bet $57.56 Over @ betrivers, $42.44 Under @ bovada",Indiana Pacers @ Philadelphia 76ers,2025-12-13T00:10:00Z,3
Cooper Flagg,player_threes,0.5,-185,betmgm,0.6491228070175439,200,bovada,0.3333333333333333,0.9824561403508771,1.7857142857143016,True,66.07,33.93,101.78,101.79,1.78,100.0,"Bet $66.07 Over @ betmgm, $33.93 Under @ bovada",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,2
Coby White,player_rebounds,2.5,104,betrivers,0.4901960784313726,100,bovada,0.5,0.9901960784313726,0.990099009900991,True,49.5,50.5,100.98,101.0,0.98,100.0,"Bet $49.50 Over @ betrivers, $50.50 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,7
Michael Porter Jr,player_rebounds,6.5,-125,betmgm,0.5555555555555556,130,bovada,0.43478260869565216,0.9903381642512077,0.9756097560975618,True,56.1,43.9,100.98,100.97,0.97,100.0,"Bet $56.10 Over @ betmgm, $43.90 Under @ bovada",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,2
Noah Clowney,player_threes,2.5,140,draftkings,0.41666666666666674,-135,betmgm,0.574468085106383,0.9911347517730498,0.8944543828264706,True,42.04,57.96,100.9,100.89,0.89,100.0,"Bet $42.04 Over @ draftkings, $57.96 Under @ betmgm",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,7
Brandon Miller,player_assists,4.5,150,bovada,0.4,-145,betmgm,0.5918367346938775,0.9918367346938776,0.8230452674897082,True,40.33,59.67,100.82,100.82,0.82,100.0,"Bet $40.33 Over @ bovada, $59.67 Under @ betmgm",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,2
Ace Bailey,player_threes,1.5,-145,betmgm,0.5918367346938775,150,betrivers,0.4,0.9918367346938776,0.8230452674897082,True,59.67,40.33,100.82,100.82,0.82,100.0,"Bet $59.67 Over @ betmgm, $40.33 Under @ betrivers",Utah Jazz @ Memphis Grizzlies,2025-12-13T01:10:00Z,5
Naz Reid,player_rebounds,6.5,118,betrivers,0.45871559633027525,-115,betmgm,0.5348837209302325,0.9935993172605078,0.6441915396177889,True,46.17,53.83,100.65,100.64,0.64,100.0,"Bet $46.17 Over @ betrivers, $53.83 Under @ betmgm",Minnesota Timberwolves @ Golden State Warriors,2025-12-13T03:10:00Z,7
Terance Mann,player_threes,0.5,-160,betmgm,0.6153846153846154,164,williamhill_us,0.3787878787878788,0.9941724941724942,0.5861664712778492,True,61.9,38.1,100.59,100.58,0.58,100.0,"Bet $61.90 Over @ betmgm, $38.10 Under @ williamhill_us",Brooklyn Nets @ Dallas Mavericks,2025-12-13T01:40:00Z,3
Jalen Duren,player_rebounds,11.5,105,betmgm,0.4878048780487805,-103,betrivers,0.5073891625615764,0.9951940406103569,0.48291681757817173,True,49.02,50.98,100.49,100.48,0.48,100.0,"Bet $49.02 Over @ betmgm, $50.98 Under @ betrivers",Atlanta Hawks @ Detroit Pistons,2025-12-13T00:10:00Z,7
Isaac Okoro,player_points,6.5,-118,betmgm,0.5412844036697246,120,bovada,0.45454545454545453,0.9958298582151792,0.41876046901172526,True,54.36,45.64,100.43,100.41,0.41,100.0,"Bet $54.36 Over @ betmgm, $45.64 Under @ bovada",Chicago Bulls @ Charlotte Hornets,2025-12-13T00:10:00Z,2
