player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers,over_minutes_stale,under_minutes_stale,over_last_update,under_last_update,fetch_time_et,max_staleness,is_stale,stale_bookmaker,verify_manually
Keyonte George,player_points,25.5,130.0,bovada,0.43478260869565216,-170.0,bovada,0.6296296296296297,1.0644122383252819,-6.0514372163388845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_points_rebounds_assists,17.5,130.0,bovada,0.43478260869565216,-170.0,bovada,0.6296296296296297,1.0644122383252819,-6.0514372163388845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_assists,3.5,130.0,bovada,0.43478260869565216,-170.0,bovada,0.6296296296296297,1.0644122383252819,-6.0514372163388845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_points_rebounds_assists,33.5,-170.0,bovada,0.6296296296296297,130.0,bovada,0.43478260869565216,1.0644122383252819,-6.0514372163388845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_points,15.5,205.0,bovada,0.32786885245901637,-280.0,bovada,0.7368421052631579,1.0647109577221743,-6.077795786061591,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_points,19.5,-280.0,bovada,0.7368421052631579,205.0,bovada,0.32786885245901637,1.0647109577221743,-6.077795786061591,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_points,20.5,-220.0,bovada,0.6875,165.0,bovada,0.37735849056603776,1.0648584905660377,-6.0908084163898035,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kevin Love,player_rebounds,4.5,-220.0,bovada,0.6875,165.0,bovada,0.37735849056603776,1.0648584905660377,-6.0908084163898035,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_points,16.5,-220.0,bovada,0.6875,165.0,bovada,0.37735849056603776,1.0648584905660377,-6.0908084163898035,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Klay Thompson,player_points,9.5,-220.0,bovada,0.6875,165.0,bovada,0.37735849056603776,1.0648584905660377,-6.0908084163898035,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_points,8.5,-220.0,bovada,0.6875,165.0,bovada,0.37735849056603776,1.0648584905660377,-6.0908084163898035,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_points,11.5,115.0,bovada,0.46511627906976744,-150.0,bovada,0.6,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_points_rebounds_assists,36.5,-150.0,bovada,0.6,115.0,bovada,0.46511627906976744,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_points,20.5,115.0,bovada,0.46511627906976744,-150.0,bovada,0.6,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points_rebounds_assists,23.5,115.0,bovada,0.46511627906976744,-150.0,bovada,0.6,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Ace Bailey,player_points,13.5,115.0,bovada,0.46511627906976744,-150.0,bovada,0.6,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_rebounds,7.5,115.0,bovada,0.46511627906976744,-150.0,bovada,0.6,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_points,22.5,-150.0,bovada,0.6,115.0,bovada,0.46511627906976744,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Ace Bailey,player_points,11.5,-150.0,bovada,0.6,115.0,bovada,0.46511627906976744,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_points,16.5,115.0,bovada,0.46511627906976744,-150.0,bovada,0.6,1.0651162790697675,-6.113537117903933,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Klay Thompson,player_points,14.5,185.0,bovada,0.3508771929824561,-250.0,bovada,0.7142857142857143,1.0651629072681703,-6.117647058823517,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_threes,2.5,185.0,bovada,0.3508771929824561,-250.0,bovada,0.7142857142857143,1.0651629072681703,-6.117647058823517,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_points,12.5,-250.0,bovada,0.7142857142857143,185.0,bovada,0.3508771929824561,1.0651629072681703,-6.117647058823517,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_points,18.5,185.0,bovada,0.3508771929824561,-250.0,bovada,0.7142857142857143,1.0651629072681703,-6.117647058823517,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_points_rebounds_assists,37.5,-130.0,bovada,0.5652173913043478,100.0,bovada,0.5,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_points_rebounds_assists,25.5,100.0,bovada,0.5,-130.0,bovada,0.5652173913043478,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_rebounds,2.5,-130.0,draftkings,0.5652173913043478,100.0,draftkings,0.5,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Cooper Flagg,player_points_rebounds_assists,28.5,-130.0,bovada,0.5652173913043478,100.0,bovada,0.5,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_points_rebounds_assists,16.5,100.0,bovada,0.5,-130.0,bovada,0.5652173913043478,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_points_rebounds_assists,36.5,100.0,bovada,0.5,-130.0,bovada,0.5652173913043478,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Ace Bailey,player_points_rebounds_assists,19.5,100.0,bovada,0.5,-130.0,bovada,0.5652173913043478,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_points_rebounds_assists,47.5,-130.0,draftkings,0.5652173913043478,100.0,draftkings,0.5,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Lauri Markkanen,player_points,26.5,100.0,bovada,0.5,-130.0,bovada,0.5652173913043478,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_points_rebounds_assists,47.5,-130.0,draftkings,0.5652173913043478,100.0,draftkings,0.5,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,0.27,0.27,2025-12-16T03:52:14Z,2025-12-16T03:52:14Z,2025-12-15 22:52:29 ET,0.27,False,,False
Anthony Davis,player_points,24.5,100.0,bovada,0.5,-130.0,bovada,0.5652173913043478,1.0652173913043477,-6.122448979591821,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_threes,4.5,-125.0,draftkings,0.5555555555555556,-104.0,fanduel,0.5098039215686274,1.065359477124183,-6.134969325153373,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,0.95,2025-12-16T03:52:14Z,2025-12-16T03:51:33Z,2025-12-15 22:52:29 ET,0.95,False,,False
Daniel Gafford,player_rebounds,3.5,-105.0,draftkings,0.5121951219512195,-124.0,williamhill_us,0.5535714285714286,1.0657665505226481,-6.170821413976302,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,2,0.27,0.85,2025-12-16T03:52:14Z,2025-12-16T03:51:39Z,2025-12-15 22:52:29 ET,0.85,False,,False
P.J. Washington,player_points,13.5,-185.0,bovada,0.6491228070175439,140.0,bovada,0.4166666666666667,1.0657894736842106,-6.172839506172845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Brandon Williams,player_points,12.5,140.0,bovada,0.4166666666666667,-185.0,bovada,0.6491228070175439,1.0657894736842106,-6.172839506172845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_rebounds,9.5,140.0,bovada,0.4166666666666667,-185.0,bovada,0.6491228070175439,1.0657894736842106,-6.172839506172845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points,11.5,-185.0,bovada,0.6491228070175439,140.0,bovada,0.4166666666666667,1.0657894736842106,-6.172839506172845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_points,21.5,140.0,bovada,0.4166666666666667,-185.0,bovada,0.6491228070175439,1.0657894736842106,-6.172839506172845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_rebounds,5.5,140.0,bovada,0.4166666666666667,-185.0,bovada,0.6491228070175439,1.0657894736842106,-6.172839506172845,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_points,21.5,-290.0,bovada,0.7435897435897436,210.0,bovada,0.3225806451612903,1.0661703887510339,-6.206361520558568,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_points,28.5,210.0,bovada,0.3225806451612903,-290.0,bovada,0.7435897435897436,1.0661703887510339,-6.206361520558568,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Cooper Flagg,player_rebounds,7.5,200.0,bovada,0.3333333333333333,-275.0,bovada,0.7333333333333333,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points_rebounds_assists,19.5,-200.0,bovada,0.6666666666666666,150.0,bovada,0.4,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_points,13.5,200.0,bovada,0.3333333333333333,-275.0,bovada,0.7333333333333333,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Ace Bailey,player_points,14.5,150.0,bovada,0.4,-200.0,bovada,0.6666666666666666,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_rebounds,8.5,200.0,bovada,0.3333333333333333,-275.0,bovada,0.7333333333333333,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_points,28.5,150.0,bovada,0.4,-200.0,bovada,0.6666666666666666,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_rebounds,7.5,-200.0,bovada,0.6666666666666666,150.0,bovada,0.4,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points,16.5,200.0,bovada,0.3333333333333333,-275.0,bovada,0.7333333333333333,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_points,17.5,150.0,bovada,0.4,-200.0,bovada,0.6666666666666666,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
P.J. Washington,player_rebounds,5.5,-275.0,bovada,0.7333333333333333,200.0,bovada,0.3333333333333333,1.0666666666666667,-6.25,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Keyonte George,player_points,27.5,190.0,bovada,0.3448275862068966,-260.0,bovada,0.7222222222222222,1.0670498084291187,-6.283662477558338,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_points,9.5,-260.0,bovada,0.7222222222222222,190.0,bovada,0.3448275862068966,1.0670498084291187,-6.283662477558338,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Ace Bailey,player_points,15.5,190.0,bovada,0.3448275862068966,-260.0,bovada,0.7222222222222222,1.0670498084291187,-6.283662477558338,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Naji Marshall,player_points,10.5,-260.0,bovada,0.7222222222222222,190.0,bovada,0.3448275862068966,1.0670498084291187,-6.283662477558338,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kevin Love,player_threes,1.5,125.0,bovada,0.4444444444444444,-165.0,bovada,0.6226415094339622,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_threes,1.5,-165.0,bovada,0.6226415094339622,125.0,bovada,0.4444444444444444,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_points,13.5,125.0,bovada,0.4444444444444444,-165.0,bovada,0.6226415094339622,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Ace Bailey,player_points_rebounds_assists,20.5,125.0,bovada,0.4444444444444444,-165.0,bovada,0.6226415094339622,1.0670859538784065,-6.286836935166984,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_rebounds,12.5,160.0,bovada,0.38461538461538464,-215.0,bovada,0.6825396825396826,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kyle Filipowski,player_points,14.5,160.0,bovada,0.38461538461538464,-215.0,bovada,0.6825396825396826,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Max Christie,player_points_rebounds_assists,13.5,-215.0,bovada,0.6825396825396826,160.0,bovada,0.38461538461538464,1.0671550671550671,-6.292906178489699,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Kevin Love,player_points_rebounds_assists,11.5,-245.0,bovada,0.7101449275362319,180.0,bovada,0.35714285714285715,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Brandon Williams,player_points,13.5,180.0,bovada,0.35714285714285715,-245.0,bovada,0.7101449275362319,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Lauri Markkanen,player_threes,3.5,180.0,bovada,0.35714285714285715,-245.0,bovada,0.7101449275362319,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Brandon Williams,player_points,8.5,-245.0,bovada,0.7101449275362319,180.0,bovada,0.35714285714285715,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
Anthony Davis,player_points,20.5,-245.0,bovada,0.7101449275362319,180.0,bovada,0.35714285714285715,1.0672877846790891,-6.304558680892347,False,,,,,,,Don't bet - bookmaker has edge,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,1,3.3,3.3,2025-12-16T03:49:12Z,2025-12-16T03:49:12Z,2025-12-15 22:52:29 ET,3.3,True,bovada,False
